generic,disease,min_age_d,max_age_d,min_age_m,max_age_m,min_age_y,max_age_y,min_weight,max_weight,min_dose_dw_mg,max_dose_dw_mg,min_dose_dw_iu,max_dose_dw_iu,limit_mg,limit_iu,min_dose_dd_mg,max_dose_dd_mg,min_dose_dd_iu,max_dose_dd_iu,route,route_label,route_PO,route_IM,route_IV,generic_label,disease_label,min_dose_dw_mg_minmax,max_dose_dw_mg_minmax,min_dose_dd_mg_minmax,max_dose_dd_mg_minmax,min_dose_dw_iu_minmax,max_dose_dw_iu_minmax,min_dose_dd_iu_minmax,max_dose_dd_iu_minmax,limit_mg_minmax,limit_iu_minmax,min_age_d_zscore,max_age_d_zscore,min_age_m_zscore,max_age_m_zscore,min_age_y_zscore,max_age_y_zscore,min_weight_zscore,max_weight_zscore
Amikacin,Bacterial Infection,1.0,7.0,0.0,999.0,0.0,999.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,15.0,0.0,0.0,IM,1,0,1,0,0,18,0.0,0.0,0.00046875,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,-0.04123109152964336,-2.956816025520546,-0.41389704161749097,0.10630784737689299,-0.8789077214289247,2.6584622055758897,-0.21036268070419917,-4.427239924599536
Amikacin,Bacterial Infection,8.0,29.0,0.0,999.0,0.0,999.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,0.0,IM,1,0,1,0,0,18,0.0,0.0,0.0009375,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1.3197901151293827,-2.883605477708921,-0.41389704161749097,0.10630784737689299,-0.8789077214289247,2.6584622055758897,-0.21036268070419917,-4.427239924599536
Amikacin,Bacterial Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,18,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Bacterial Infection,1.0,7.0,0.0,999.0,0.0,999.0,2.1,999.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,0.0,IV,2,0,0,1,0,18,0.0,0.0,0.0009375,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,-0.04123109152964336,-2.956816025520546,-0.41389704161749097,0.10630784737689299,-0.8789077214289247,2.6584622055758897,0.07126815731653122,0.23210949944825057
Amikacin,Bacterial Infection,8.0,29.0,0.0,999.0,0.0,999.0,2.1,999.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,35.0,0.0,0.0,IV,2,0,0,1,0,18,0.0,0.0,0.00109375,0.0014583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.3197901151293827,-2.883605477708921,-0.41389704161749097,0.10630784737689299,-0.8789077214289247,2.6584622055758897,0.07126815731653122,0.23210949944825057
Amikacin,Bacterial Infection,1.0,7.0,0.0,999.0,0.0,999.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,15.0,0.0,0.0,IV,2,0,0,1,0,18,0.0,0.0,0.00046875,0.000625,0.0,0.0,0.0,0.0,0.0,0.0,-0.04123109152964336,-2.956816025520546,-0.41389704161749097,0.10630784737689299,-0.8789077214289247,2.6584622055758897,-0.21036268070419917,-4.427239924599536
Amikacin,Bacterial Infection,8.0,29.0,0.0,999.0,0.0,999.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,0.0,IV,2,0,0,1,0,18,0.0,0.0,0.0009375,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,1.3197901151293827,-2.883605477708921,-0.41389704161749097,0.10630784737689299,-0.8789077214289247,2.6584622055758897,-0.21036268070419917,-4.427239924599536
Amikacin,Bacterial Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,18,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Bone and Joint Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,31,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Bone and Joint Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,31,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Bone and Joint Infection,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,31,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,7.4554047859979145,-0.20951725712626243,-0.21036268070419917,0.23210949944825057
Amikacin,Bone and Joint Infection,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,31,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,7.4554047859979145,-0.20951725712626243,-0.21036268070419917,0.23210949944825057
Amikacin,Bone and Joint Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,31,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Bone and Joint Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,31,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Intraabdominal Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,118,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Intraabdominal Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,118,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Intraabdominal Infection,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,118,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,7.4554047859979145,-0.20951725712626243,-0.21036268070419917,0.23210949944825057
Amikacin,Intraabdominal Infection,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,118,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,7.4554047859979145,-0.20951725712626243,-0.21036268070419917,0.23210949944825057
Amikacin,Intraabdominal Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,118,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Intraabdominal Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,118,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Meningitis,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,143,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Meningitis,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,143,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Meningitis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,143,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Meningitis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,143,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Mycobacterium avium-intracellulare - Treatment,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,154,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Mycobacterium avium-intracellulare - Treatment,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,154,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Mycobacterium avium-intracellulare - Treatment,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,154,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Osteomyelitis,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,167,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Osteomyelitis,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,167,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Osteomyelitis,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,167,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,7.4554047859979145,-0.20951725712626243,-0.21036268070419917,0.23210949944825057
Amikacin,Osteomyelitis,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,167,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,7.4554047859979145,-0.20951725712626243,-0.21036268070419917,0.23210949944825057
Amikacin,Osteomyelitis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,167,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Osteomyelitis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,167,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Peritonitis,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,177,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Peritonitis,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,177,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Peritonitis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,177,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Peritonitis,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,177,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Pneumonia,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,188,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Pneumonia,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,188,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Pneumonia,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,188,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,7.4554047859979145,-0.20951725712626243,-0.21036268070419917,0.23210949944825057
Amikacin,Pneumonia,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,188,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,7.4554047859979145,-0.20951725712626243,-0.21036268070419917,0.23210949944825057
Amikacin,Pneumonia,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,188,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Pneumonia,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,188,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Skin or Soft Tissue Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,231,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Skin or Soft Tissue Infection,0.0,999.0,0.0,999.0,12.0,65.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,231,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,0.6597345876344917,-0.3889698969995484,-0.21036268070419917,0.23210949944825057
Amikacin,Skin or Soft Tissue Infection,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,231,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,7.4554047859979145,-0.20951725712626243,-0.21036268070419917,0.23210949944825057
Amikacin,Skin or Soft Tissue Infection,0.0,999.0,0.0,999.0,65.0,120.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,231,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,-0.41389704161749097,0.10630784737689299,7.4554047859979145,-0.20951725712626243,-0.21036268070419917,0.23210949944825057
Amikacin,Skin or Soft Tissue Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IM,1,0,1,0,0,231,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
Amikacin,Skin or Soft Tissue Infection,0.0,999.0,1.0,999.0,0.0,11.0,0.0,999.0,10.0,15.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,IV,2,0,0,1,0,231,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,-0.2356626924809328,0.34431413034909336,0.4017398521440801,0.10630784737689299,-0.8789077214289247,-0.565159761602411,-0.21036268070419917,0.23210949944825057
